trait	locus_id	candidate_gene_id	lead_snps	min_p_value	min_q_value_bh	best_significance_rank	best_relation	min_distance_to_gene_bp	has_ridge_attribution_support	gene_description	gene_biotype	annotation_source	best_significance_class	functional_keyword_class
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L065	Zm00001d009152	1	1.880108e-05	0.0782814300933333	3	cis_window	212	True	Pectin acetylesterase 12	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L029	Zm00001d044646	1	1.946952e-05	0.0794102120228571	3	gene_body	0	False	 glucosamine fructose-6-phosphate aminotransferase1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L042	Zm00001d013595	1	2.102358e-05	0.0823860510682352	3	gene_body	0	True	Protein MARD1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L015	Zm00001d003641	1	2.256436e-05	0.0850872213615094	3	cis_window	7504	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L017	Zm00001d005018	1	2.504647e-05	0.091012496514909	3	gene_body	0	True	Protein DETOXIFICATION 21	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L057	Zm00001d019083	1	2.587969e-05	0.0923609165114285	3	gene_body	0	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L067	Zm00001d045298	1	3.018102e-05	0.1058220690021052	3	cis_window	35	False	Lipase-like	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	fatty_acid_lipid
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L013	Zm00001d002884	1	3.349802e-05	0.1154272462951724	3	cis_window	380	False	Integral membrane protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	transport_membrane
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L027	Zm00001d043905	1	3.56798e-05	0.1208613916745762	3	gene_body	0	False	Ubiquitin-conjugating enzyme E2 36	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L073	Zm00001d023753	1	3.69873e-05	0.1211825217836065	3	promoter	0	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L021	Zm00001d005964	1	3.861536e-05	0.1244759901316129	3	gene_body	0	False	Transcription factor bHLH76	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	hormone_stress_regulatory
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L024	Zm00001d039717	1	4.19375e-05	0.130960328125	3	gene_body	0	False	Nucleotide/sugar transporter family protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	transport_membrane
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L010	Zm00001d033872	1	4.413957e-05	0.1348749377223529	3	gene_body	0	False	Peptidase, M50 family  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L045	Zm00001d013992	1	4.476401e-05	0.1348749377223529	3	gene_body	0	False	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L038	Zm00001d052677	1	4.554684e-05	0.1348749377223529	3	promoter	0	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L011	Zm00001d034522	1	4.706599e-05	0.1363249347455072	3	gene_body	0	False	plant adhesion molecule 1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L002	Zm00001d027764	1	5.217369e-05	0.1489603569805714	3	nearest	15407	False	Magnesium transporter MRS2-2	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	transport_membrane
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L049	Zm00001d036563	1	5.35619e-05	0.1507699589633803	3	gene_body	0	False	SWAP (Suppressor-of-White-APricot)/surp RNA-binding domain-containing protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L051	Zm00001d036933	1	5.528682e-05	0.15346392636	3	cis_window	424	False	Aldehyde dehydrogenase family 2 member C4	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L045	Zm00001d013983	1	5.673946e-05	0.1553386509282191	3	gene_body	0	True	LysM domain containing protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L055	Zm00001d018913	1	5.874139e-05	0.1586462059437837	3	gene_body	0	False	40S ribosomal protein S18	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L018	Zm00001d005148	1	6.227882e-05	0.1635421388446753	3	cis_window	349	False	Myristoyl-acyl carrier protein thioesterase  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	fatty_acid_lipid
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L036	Zm00001d051180	1	6.300909e-05	0.1635421388446753	3	promoter	0	False	Putative homeodomain-like transcription factor superfamily protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	hormone_stress_regulatory
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L054	Zm00001d018621	1	6.563762e-05	0.1681804125989743	3	gene_body	0	False	Uclacyanin-2  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L049	Zm00001d036558	1	6.956791e-05	0.1737048424	3	nearest	52298	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L035	Zm00001d049583	1	7.040115e-05	0.1737048424	3	gene_body	0	False	Chaperone protein dnaJ A6 chloroplastic	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L068	Zm00001d045387	1	7.145681e-05	0.1741594173092683	3	gene_body	0	False	 fatty acyl-ACP thioesterase2	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	fatty_acid_lipid
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L001	Zm00001d027245	1	7.626008e-05	0.1814408874819047	3	nearest	13562	False	ATP-dependent DNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A1D6JJB2]	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L067	Zm00001d045297	1	8.903976e-05	0.2093544738183529	3	gene_body	0	False	Beta-1,3-galactosyltransferase 6  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L018	Zm00001d005154	1	9.052785e-05	0.2103653243862069	3	cis_window	1829	False	Putative E3 ubiquitin-protein ligase RF4	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L015	Zm00001d003655	1	9.271238e-05	0.2105582433781818	3	gene_body	0	False	DExH-box ATP-dependent RNA helicase DExH7 chloroplastic	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L056	Zm00001d019029	1	9.624831e-05	0.2137311360373333	3	cis_window	319	False	 maternally expressed gene7	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L068	Zm00001d045393	2	9.871258e-05	0.2167945207525274	3	promoter	0	False	Ran BP2/NZF zinc finger-like superfamily protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L074	Zm00001d023841	1	0.0001056452	0.227840236832	3	gene_body	0	False	P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L020	Zm00001d005735	1	0.0001074316	0.227840236832	3	gene_body	0	False	Protein kinase superfamily protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L009	Zm00001d033730	1	0.0001092081	0.227840236832	3	cis_window	316	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L008	Zm00001d032937	1	0.0001119418	0.227840236832	3	gene_body	0	False	Protein MARD1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L021	Zm00001d005972	1	0.0001125688	0.227840236832	3	cis_window	3638	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L066	Zm00001d010607	1	0.0001132176	0.227840236832	3	gene_body	0	False	PLAC8 family protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L037	Zm00001d052276	1	0.0001140022	0.227840236832	3	gene_body	0	False	RNA-processing Lsm domain	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L075	Zm00001d025423	1	0.0001184462	0.2320802328156862	3	gene_body	0	False	F1N21.17	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L051	Zm00001d036949	1	0.0001245504	0.2361402338867924	3	gene_body	0	False	Serine/threonine-protein phosphatase PP2A-5 catalytic subunit	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L011	Zm00001d034532	1	0.0001247547	0.2361402338867924	3	gene_body	0	False	Vacuolar protein sorting-associated protein 32 homolog 1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L068	Zm00001d045381	1	0.0001252445	0.2361402338867924	3	gene_body	0	False	DNA-repair protein XRCC1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L047	Zm00001d017767	1	0.0001328163	0.2362338241824561	3	gene_body	0	False	Lipid phosphate phosphatase epsilon 2 chloroplastic	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	fatty_acid_lipid
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L072	Zm00001d047612	1	0.0001330219	0.2362338241824561	3	cis_window	73	False	P-loop containing nucleoside triphosphate hydrolases superfamily protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L030	Zm00001d048725	1	0.0001341243	0.2362338241824561	3	promoter	0	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L073	Zm00001d023758	1	0.0001347503	0.2362338241824561	3	promoter	0	False	RING-H2 finger protein ATL67	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L028	Zm00001d044175	1	0.0001362388	0.2367664488069565	3	gene_body	0	False	Neutral/alkaline non-lysosomal ceramidase	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	fatty_acid_lipid
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L008	Zm00001d032944	1	0.0001391238	0.2376472322461538	3	gene_body	0	False	Short integuments 2 mitochondrial	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L022	Zm00001d039272	1	0.0001470722	0.2470281782266666	3	gene_body	0	False	WPP domain-interacting tail-anchored protein 1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L061	Zm00001d021719	1	0.0001522013	0.2489736257015873	3	gene_body	0	False	Probable proteasome inhibitor	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L048	Zm00001d017838	1	0.000153593	0.2489736257015873	3	cis_window	2521	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L014	Zm00001d003311	1	0.000154001	0.2489736257015873	3	cis_window	310	False	Probable 2-oxoglutarate-dependent dioxygenase AOP1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L069	Zm00001d045551	1	0.0001565049	0.2489736257015873	3	gene_body	0	False	Putative acyl-activating enzyme 19	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	fatty_acid_lipid
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L041	Zm00001d013473	1	0.0001569664	0.2489736257015873	3	gene_body	0	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L007	Zm00001d032696	1	0.0001681424	0.2579243828622222	3	cis_window	1078	False	Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 3	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L072	Zm00001d047637	1	0.000170192	0.2579243828622222	3	cis_window	140	False	Protein trichome birefringence-like 6	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L025	Zm00001d042481	1	0.0001717871	0.2579243828622222	3	gene_body	0	False	OTU domain-containing protein 	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L015	Zm00001d003654	1	0.0001734812	0.2579243828622222	3	gene_body	0	False	 protein disulfide isomerase10	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L026	Zm00001d043860	1	0.0001742244	0.2579243828622222	3	gene_body	0	False	evolutionarily conserved C-terminal region 8	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L012	Zm00001d001812	1	0.0001766469	0.2591197227328467	3	gene_body	0	False	 Rubisco Assembly Factor 1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L046	Zm00001d015475	1	0.0001862723	0.2697654839768116	3	nearest	51264	False	RING-H2 finger protein ATL2L  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L005	Zm00001d028726	1	0.0002043519	0.2846481506966887	3	gene_body	0	False	 protein disulfide isomerase9	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L016	Zm00001d003725	1	0.0002079891	0.2846481506966887	3	cis_window	254	False	Histone H3.2  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L062	Zm00001d021850	1	0.0002084792	0.2846481506966887	3	gene_body	0	False	Cupredoxin superfamily protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L043	Zm00001d013742	1	0.0002094919	0.2846481506966887	3	promoter	0	False	Probable anion transporter 5	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	transport_membrane
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L004	Zm00001d028619	1	0.0002105961	0.2846481506966887	3	gene_body	0	False	Palmitoyltransferase AKR1	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L044	Zm00001d013868	1	0.0002130276	0.2846481506966887	3	gene_body	0	True	CDPK-related kinase 3	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L059	Zm00001d021087	1	0.0002146788	0.2846481506966887	3	gene_body	0	False	 Discolored-paralog3	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L063	Zm00001d022052	1	0.0002150642	0.2846481506966887	3	cis_window	21	False	Putative pentatricopeptide repeat-containing protein 	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L053	Zm00001d039015	1	0.0002232555	0.29060961032	3	promoter	0	False	Putative RING zinc finger domain superfamily protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L056	Zm00001d019049	1	0.0002250748	0.29060961032	3	gene_body	0	False	Major facilitator superfamily protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L023	Zm00001d039427	1	0.000228645	0.29060961032	3	gene_body	0	False	Protein kinase superfamily protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L064	Zm00001d008984	1	0.0002293115	0.29060961032	3	gene_body	0	False	Cytochrome P450 71A26	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L003	Zm00001d028367	1	0.0002313922	0.29060961032	3	gene_body	0	False	Purple acid phosphatase 3	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L067	Zm00001d045326	1	0.0002318229	0.29060961032	3	gene_body	0	False	ATP-dependent 6-phosphofructokinase 3	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L060	Zm00001d021192	1	0.0002319436	0.29060961032	3	gene_body	0	False		protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L031	Zm00001d049140	1	0.0002326552	0.29060961032	3	gene_body	0	False	Calmodulin-interacting protein 111	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_0	agri_aa_oil__Oil_C16_0__L032	Zm00001d049294	1	0.0002375841	0.2939787349496933	3	nearest	110994	False	Putative HLH DNA-binding domain superfamily protein  	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	nominal	
agri_aa_oil__Oil_C16_1	agri_aa_oil__Oil_C16_1__L012	Zm00001d031002	1	2.081623e-07	0.034746014844	0	gene_body	0	True	Tetratricopeptide repeat (TPR)-like superfamily protein	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	bonferroni_0_05	
agri_aa_oil__Oil_C16_1	agri_aa_oil__Oil_C16_1__L037	Zm00001d044253	1	3.477105e-07	0.034746014844	1	gene_body	0	False	IQ domain-containing protein IQM5	protein_coding	Ensembl Plants release 47 B73 RefGen_v4 GFF3	fdr_0_05	
